Artist,Song,Total Stream,MediumPositionsINTERN,MediumPositionsALL,PresenceIN,Markets,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Key,Mode,Duration_ms,Tempo,Genre
Topic,Breaking Me,382414,12.33,0.2,3,79,223,789,0.72,0,129,-5652,218,664,8,0,166794,122031,german dance
Traffic,Üks Kord Veel,2234,16.0,0.26,1,79,176,643,783,0,0.0671,-6388,0.0413,551,1,1,176250,120022,album rock
Travis Scott,HIGHEST IN THE ROOM,30642,23.8,0.38,5,79,0.0546,598,427,5.83e-06,0.21,-8764,0.0317,0.0605,7,0,175721,76469,rap
Travis Scott,SICKO MODE,1132,45.0,0.73,1,79,0.00513,834,0.73,0,124,-3714,222,446,8,1,312820,155008,rap
Trevor Daniel,Falling,2944233,16.54,0.27,41,79,123,784,0.43,0,0.0887,-8756,0.0364,236,10,0,159382,127087,alternative r&b
Trueno,Atrevido,109659,38.0,0.61,2,79,348,846,641,0,925,-5965,115,875,8,1,194748,135031,argentine hip hop
Tungevaag,Knockout,38803,28.0,0.45,1,78,299,643,609,0,176,-4304,0.0397,462,4,0,147789,94996,nordic house
Tuğçe Kandemir,El-Âlem,117373,13.0,0.21,1,79,0.0208,629,381,2.21e-05,0.11,-10698,0.0267,261,2,0,172000,104941,turkish pop
Twopee Southside,อย่าหายไปไหนอีกเลย,30324,23.0,0.37,1,79,366,811,481,0,108,-6832,0.0793,543,10,1,281079,81986,thai hip hop
Tyga,Ayy Macarena,9785,43.0,0.69,3,79,133,816,0.63,0,0.0692,-5568,226,715,2,1,131607,96493,pop rap
Tymek,Anioły i Demony,47971,20.0,0.32,1,79,288,772,672,0,133,-5333,178,655,4,0,210811,111003,polish underground hip hop
Tymek,Język ciała,42868,31.0,0.5,1,79,762,0.72,722,0,0.0706,-6621,174,686,1,0,201107,127972,polish underground hip hop
Tymek,Milion,41849,34.0,0.55,1,79,542,754,669,0,0.64,-6276,0.0449,565,0,1,195398,113007,polish underground hip hop
Tymek,Poza kontrolą,41440,35.0,0.56,1,79,533,802,412,0,0.0774,-9593,157,709,9,0,163413,125992,polish underground hip hop
Tymek,Rainman,43207,29.0,0.47,1,79,0.18,802,652,0,266,-5142,356,452,8,1,225982,154035,polish underground hip hop
Tóc Tiên,Ngày Tận Thế,13067,17.0,0.27,1,79,752,602,829,0,357,-4.49,304,0.61,8,1,232166,89989,v-pop
Ufo361,Rich Rich,359788,16.33,0.26,3,79,0.0844,548,649,0.00044,0.13,-4796,0.29,222,4,0,204319,141853,german cloud rap
Ufo361,Schlafen,258302,26.0,0.42,2,3,183,842,676,3.68e-05,0.0817,-7788,0.0693,397,10,0,198066,119965,german cloud rap
Ufo361,Wir sind Kral,87270,25.0,0.4,1,78,278,801,688,0.00888,0.15,-6.62,113,0.41,9,1,154251,158003,german cloud rap
Ufo361,Yemin Olsun,64191,40.0,0.65,1,78,111,0.81,582,0.0003,116,-6527,0.0654,0.31,9,0,194382,109983,german cloud rap
Uku Suviste,What Love Is,2503,11.0,0.18,1,79,142,523,574,0,135,-7575,0.0386,312,9,0,180283,82954,estonian pop
Ulrikke,Attention,62441,10.0,0.16,1,79,198,385,358,0,352,-7336,0.0356,154,5,0,180293,127871,no genres
Ultimo,Tutto Questo Sei Tu,124055,33.0,0.53,1,79,444,0.45,514,0,112,-5571,0.0277,421,2,1,245053,161973,italian arena pop
VLOSPA,Mektoub,4710,45.0,0.73,1,79,324,866,732,0,0.0963,-9062,295,0.39,8,1,175200,100059,greek trap
Vanya,Paranoya,1109,50.0,0.81,1,79,0.0172,0.75,797,0,208,-4684,0.0573,863,4,0,192653,147041,bulgarian pop
Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",123339,5.0,0.08,1,79,329,384,728,1.85e-05,329,-6503,0.0623,311,7,0,287374,156396,desi pop
Victor Crone,Troubled Waters,66033,30.0,0.48,1,79,0.0167,564,757,0,277,-4936,0.0386,526,2,1,179777,108112,melodipop
Victor Leksell,Svag,316393,2.5,0.04,2,79,749,628,525,0,113,-8941,0.0672,446,8,1,191104,76972,swedish pop
Viktor Sheen,Alkohol a Molly,6284,48.0,0.77,1,79,138,774,534,0.00114,0.14,-9.28,0.0505,0.32,8,1,164211,152019,czech hip hop
Viktor Sheen,Až na měsíc,15835,22.0,0.35,2,79,267,745,0.57,0,121,-10411,0.0636,539,3,0,208696,115086,czech hip hop
Viktor Sheen,Mráz,8328,29.0,0.47,1,79,0.0609,761,598,0,105,-7533,207,221,4,0,195000,159992,czech hip hop
Viktor Sheen,Zlato,6503,45.0,0.73,1,79,0.0533,767,767,0,124,-6483,0.0497,294,9,0,192634,136022,czech hip hop
Viktor Sheen,Černobílej svět,7533,35.0,0.56,1,79,709,566,488,0.0135,0.11,-9473,39,197,1,0,161013,157875,czech hip hop
Vilma Alina,Rikollinen,17882,35.0,0.56,1,79,314,656,674,0.000369,231,-7536,0.0406,483,5,0,172766,112975,finnish dance pop
Vio,Yanyol,61813,43.0,0.69,1,79,293,823,789,0,118,-5788,219,269,8,0,153491,120031,classic italian pop
Virgoun,Selamat (Selamat Tinggal),106308,35.0,0.56,1,79,523,361,581,5.42e-06,118,-8502,0.0302,372,0,1,313671,79.59,indonesian pop
Vishal,"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)",47089,44.0,0.71,1,79,0.0411,807,914,0.00105,292,-5092,69,463,7,1,201655,114039,desi pop
Vishal Mishra,"Kaise Hua (From ""Kabir Singh"")",58297,30.0,0.48,1,79,452,385,464,0,109,-6975,0.0404,0.15,2,1,234722,137839,desi pop
Vitaa,Avant toi,124723,31.0,0.5,1,79,875,0.63,396,0,0.1,-9162,0.0334,246,10,1,223800,142046,francoton
Vũ.,Lạ Lùng,7459,50.0,0.81,1,78,958,617,212,0.00157,131,-9856,0.0334,219,0,1,261616,126579,no genres
WC no Beat,Balança (feat. Pedro Sampaio e FP do Trem Bala),270552,23.0,0.37,1,79,0.0601,695,717,0.00013,242,-4854,96,471,1,1,126379,145984,brazilian edm
WIL,Kun tänään lähden (feat. Jussu Pöyhönen),20987,23.0,0.37,1,79,168,683,681,0,63,-6567,0.0731,643,8,1,177409,94994,italian alternative
WIP Bros,Przejmujemy Jutuby,44451,27.0,0.44,1,79,0.0993,785,826,0,117,-4712,317,0.53,8,0,270000,97975,no genres
Wanyai,ลืมไป (feat. ปู่จ๋าน ลองไมค์),22821,36.0,0.58,1,78,0.0543,692,815,0,333,-6025,0.0663,843,7,1,261484,152062,thai pop
Wanyai,หัวหิน,23617,32.0,0.52,1,78,176,726,562,0,83,-8603,169,431,9,1,223845,84966,thai pop
Wanyai,เจ็บจนพอ,27195,25.0,0.4,1,78,228,451,559,0,0.1,-6425,0.0336,472,1,1,277500,173125,thai pop
Wanyai,ไปได้ดี,22429,37.0,0.6,1,78,353,541,619,0,133,-5928,0.0288,442,8,0,256500,75.0,thai pop
Wesley Safadão,Dois Lados,199572,44.0,0.71,1,78,417,664,852,0,101,-4059,0.0534,934,1,1,147187,160035,forro
Wet Bed Gang,Irresponsável,13720,40.0,0.65,1,79,245,861,516,0.000121,107,-9174,0.45,278,7,0,262500,128094,hip hop tuga
Wet Bed Gang,La Bella Mafia,40009,1.0,0.02,1,79,141,531,614,0,104,-6899,0.44,447,4,0,240594,100056,hip hop tuga
Whal & Dolph,ใจสลาย,31320,21.0,0.34,1,79,433,549,406,4.11e-06,377,-7811,0.0345,257,7,1,311000,149903,thai indie pop
Wham!,Last Christmas,3878,2.0,0.03,1,43,189,735,478,2.48e-06,355,-12472,0.0293,947,2,1,262960,107682,dance rock
Wohnout,Svaz ceskych bohemu,6470,46.0,0.74,1,3,0.0305,673,0.79,0,147,-6989,0.0417,514,7,0,256720,117992,czech folk
Wu Bai,Last Dance,20802,21.0,0.34,1,79,0.0158,463,0.62,1.26e-06,195,-7.27,0.0289,492,6,0,271533,151311,c-pop
X-Tense,Bolero,12993,44.0,0.71,1,79,689,741,533,0,139,-8347,368,794,0,0,260301,149364,hip hop tuga
Y2K,Lalala,1455,31.0,0.5,1,79,181,843,391,0,137,-7899,0.0845,496,2,1,160627,129972,pop rap
YNW Melly,Suicidal,687951,42.4,0.68,5,78,334,736,369,0,126,-9682,0.0688,235,9,0,222997,140005,melodic rap
YOON MI RAE,Flower,17693,38.0,0.61,1,79,747,319,475,3.55e-06,107,-7.16,0.0362,192,1,1,252133,139.22,no genres
Yanitsa,Tvoeto Ferrari,1246,38.0,0.61,1,79,0.0174,612,855,9.48e-06,318,-4648,95,845,7,1,194483,174049,bulgarian pop
Yaro,Mec de cité,114668,36.0,0.58,1,79,455,805,705,2.69e-05,191,-6492,221,451,0,1,199737,117992,no genres
Yash Narvekar,"Muqabla (From ""Street Dancer 3D"")",80942,16.0,0.26,1,79,0.0248,804,913,2.84e-05,391,-3135,0.0933,544,0,1,176125,119993,no genres
Yasin,XO,57039,41.0,0.66,1,79,371,718,527,0,0.14,-10187,436,297,8,1,172174,92276,swedish hip hop
Yisa Yu,路過人間 (電視劇《我們與惡的距離》插曲),23699,15.0,0.24,1,2,825,615,386,4.46e-06,115,-9799,0.0312,148,3,1,247133,129925,mainland chinese pop
Yksi Totuus,Soitan sua niinku kitaraa (feat. Remu),18502,32.0,0.52,1,79,232,764,848,0,0.2,-4788,0.0712,961,0,0,180161,95002,finnish dance pop
Young T & Bugsey,Don't Rush (feat. Headie One),124765,42.0,0.68,1,79,202,961,461,0.00402,162,-8684,0.27,324,9,1,207640,108028,grime
Yxng Le,Wat Is Je Naam,191869,3.0,0.05,1,79,0.0203,626,735,0,162,-7.13,0.0888,763,1,1,157935,199799,dutch urban
Yüzyüzeyken Konuşuruz,Dinle Beni Bi',64001,41.0,0.66,1,79,562,557,683,897,107,-9298,0.0471,543,9,0,144907,91965,turkish rock
Yüzyüzeyken Konuşuruz,Kazılı Kuyum,129107,12.0,0.19,1,79,255,0.62,645,0.00201,0.0781,-8661,0.0345,883,11,0,208628,89997,turkish rock
Yüzyüzeyken Konuşuruz,Ölsem Yeridir,63757,42.0,0.68,1,79,372,605,519,0.0947,0.0711,-6501,0.0322,105,2,0,232133,139.99,turkish rock
Z.E,FLYT,73344,22.0,0.35,1,79,403,843,532,1.75e-05,129,-9023,335,524,9,0,139806,103032,swedish gangsta rap
ZK,Po Po,29396,29.0,0.47,1,79,558,795,623,2.28e-06,164,-6352,0.0575,736,7,0,163554,114016,french hip hop
Zeynep Bastık,Uslanmıyor Bu,214109,4.0,0.06,1,1,503,697,719,0,128,-6314,0.0571,751,7,0,193083,86.0,turkish pop
Zeynep Bastık,Çukur,75733,29.0,0.47,1,1,121,499,781,0,135,-6.3,0.0982,443,4,0,217210,79831,turkish pop
Zico,Any song,261290,22.4,0.36,5,79,118,874,787,0,0.11,-2416,129,896,10,0,227227,108007,k-pop
Zommarie,รางวัลปลอบใจ,27154,26.0,0.42,1,79,683,706,592,0,187,-8224,0.0437,528,4,1,298615,129942,thai idol
Zommarie,โลกอีกใบ (feat. โอ๊ต ปราโมทย์),21549,44.0,0.71,1,79,703,0.64,579,0,0.0709,-10.65,0.0445,426,2,1,197339,135943,thai idol
Zynakal,Sakit,25833,23.0,0.37,1,79,807,763,371,0,428,-9274,0.0529,339,4,0,221270,128081,malaysian pop
Zé Felipe,Tiro Certo - Ao Vivo,192626,49.0,0.79,1,78,557,0.71,905,1.31e-06,709,-5146,0.0716,688,5,1,179065,130046,funk carioca
Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,193486,48.0,0.77,1,78,342,394,918,0,982,-2657,334,588,7,1,158969,157925,sertanejo universitario
Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,339276,14.0,0.23,1,78,445,0.39,903,0,911,-3846,409,0.47,0,1,181670,195.62,sertanejo universitario
[Alexandros],ワタリドリ,50906,39.0,0.63,1,44,0.00141,508,964,0,197,-4077,0.0831,609,9,1,248707,134982,no genres
back number,クリスマスソング,58357,26.0,0.42,1,79,128,404,705,0,123,-3324,0.0315,0.42,4,1,340080,154.02,j-pop
back number,ハッピーエンド,57941,27.0,0.44,1,79,47,359,648,2.43e-06,0.16,-3.36,0.0373,336,6,0,314147,78308,j-pop
back number,高嶺の花子さん,73990,18.0,0.29,1,79,66,0.54,923,0,124,-2838,0.0623,343,9,1,294813,137977,j-pop
benny blanco,Eastside (with Halsey & Khalid),4891,23.0,0.37,1,79,549,632,686,0,0.2,-7665,243,329,6,0,170770,89949,pop
blackbear,hot girl bummer,156600,43.25,0.7,8,79,128,778,559,0,399,-7109,0.0776,678,6,0,185093,129989,pop
estraden,Bra för dig,54020,47.0,0.76,1,79,0.0851,0.53,546,0,0.0519,-5316,0.0338,255,5,1,226997,156022,swedish pop
fellow fellow,เมษา (MAYSA) feat. BLACKSHEEP,23006,35.0,0.56,1,79,709,519,475,0,0.0998,-8031,104,365,10,1,239500,129957,thai pop
fellow fellow,แพ้ทุกที (LOOPER),20007,46.0,0.74,1,79,209,715,598,1.05e-05,465,-7161,0.0544,558,0,1,202000,91983,thai pop
ibe,Luota Muhun,17010,38.0,0.61,1,76,264,754,384,0.000814,118,-11.04,0.0917,842,1,1,214175,167089,cuban alternative
jautì,Mulkis,1602,46.0,0.74,1,79,153,274,341,0.00885,241,-10768,0.0333,242,0,1,211653,71767,lithuanian indie
mishlawi,Hotel,13149,43.0,0.69,1,79,187,507,623,1.55e-06,133,-8357,174,695,5,0,195692,129974,hip hop tuga
sanah,Szampan,100047,2.0,0.03,1,79,0.0159,684,676,0,272,-6669,0.0268,674,1,0,200087,129977,polish pop
schafter,hot coffee,36616,49.0,0.79,1,79,755,724,576,0,111,-8868,204,473,0,0,171787,143991,polish hip hop
säm,jah või ei,1285,49.0,0.79,1,79,807,669,492,0.000179,128,-10359,109,658,10,1,158118,85009,italian hip hop
tha Supreme,blun7 a swishland,236564,10.0,0.16,1,79,0.13,692,792,0,255,-5984,245,566,7,1,167760,129883,italian hip hop
tha Supreme,fuck 3x,128026,32.0,0.52,1,79,0.0698,655,814,0,107,-5472,0.0823,0.69,5,0,161266,180082,italian hip hop
wacci,No Regret,51483,37.0,0.6,1,78,0.0303,528,617,0,334,-5.07,0.0263,497,2,1,304813,72023,j-division
Đen,Bài Này Chill Phết,12298,18.0,0.29,1,79,0.32,789,488,0,0.0847,-5662,298,0.29,9,0,276001,159986,israeli pop
Đen,Lối Nhỏ,15340,8.0,0.13,1,79,0.84,634,476,0.000137,79,-7714,0.0393,425,4,0,252953,184061,israeli pop
İkiye On Kala,Bütün Istanbul Biliyo,98204,19.0,0.31,1,79,367,649,437,0.0385,123,-16355,0.0759,385,0,1,150000,82056,turkish rock
İlyas Yalçıntaş,Olur Olur,58525,49.0,0.79,1,1,212,586,595,1.63e-06,0.18,-6603,0.0361,705,11,0,207594,143043,persian pop
Żabson,Floyd Mayweather,39418,44.0,0.71,1,79,474,703,717,0,285,-4835,336,364,11,1,202947,173.96,polish hip hop
Żabson,Sexoholik,71922,7.0,0.11,1,79,194,874,838,0,0.0776,-5745,344,644,9,1,160831,150075,polish hip hop
เขียนไขและวานิช,แก้มน้องนางนั้นแดงกว่าใคร,23716,31.0,0.5,1,79,907,0.48,166,122,128,-18.08,0.0352,202,9,1,319692,98573,thai folk
ヨルシカ,ただ君に晴れ,74001,17.0,0.27,1,79,343,679,834,5.74e-06,119,-3223,32,962,5,1,198971,139996,j-pop
告五人,披星戴月的想你,17370,40.0,0.65,1,79,198,695,314,0.000863,121,-14956,0.0349,382,9,1,349003,100.0,chinese indie
演唱：蘇打綠,Tomorrow will be fine.,15640,50.0,0.81,1,79,0.0191,555,706,1.82e-06,123,-5399,28,0.18,11,1,299867,103962,no genres
音阙诗听,芒种,16241,47.0,0.76,1,79,723,781,656,0.0689,114,-5862,31,548,8,1,216000,99981,mainland chinese pop
高爾宣 OSN,Why You Gonna Lie,22278,19.0,0.31,1,79,763,768,0.76,0,141,-3729,105,736,7,1,174000,90.0,taiwan hip hop
高爾宣 OSN,Without You,34488,2.0,0.03,1,79,571,669,698,0,102,-4613,91,286,11,1,175500,80003,taiwan hip hop
高爾宣 OSN,最後一次,19360,27.0,0.44,1,79,515,708,639,0,102,-4173,0.0648,293,5,1,166000,89994,taiwan hip hop
